Column1,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
937,hydrosphere.io 2m demo - machine learning model deploy and monitor,0,2.129 visualizaÃ§Ãµes,Publicado em 14 de jun. de 2018,CiÃªncia e tecnologia,hydrosphere.io 2m demo - machine learning model deploy and monitor,"Hydrosphere ioCarregando...",2.129 visuali,https://i.ytimg.com/vi/m_Fb540LZTU/maxresdefault.jpg,12800,7200,hydrosphere.io 2m demo - machine learning model deploy and monitor https://github.com/Hydrospheredata/,12800,7200,Data Science,/channel/UC6t9FhE1WvUV8o9f6oThdeg,322
938,Kaggle Meetup: Skin Cancer Diagnosis,0,663 visualizaÃ§Ãµes,Publicado em 5 de out. de 2018,CiÃªncia e tecnologia,Kaggle Meetup: Skin Cancer Diagnosis,"Learn Data ScienceCarregand",663 visualiza,https://i.ytimg.com/vi/meg8I1GdtUg/maxresdefault.jpg,12800,7200,Video from this meetup: https://www.meetup.com/LearnDataScience/events/wdlntpyxnbgb/ Slides are here: https://docs.google.com/presentation/d/1Lup8MnuOkVakDL5...,12800,7200,machine learning,/channel/UCJhW_16uxALr0X4olEW2p5A,625
972,About AI and Machine learning at CSC  Kallio & Nandan,0,17 visualizaÃ§Ãµes,Publicado em 21 de nov. de 2019,CiÃªncia e tecnologia,"#artificialintelligence #tekoaly #AI About AI and Machine learning at CSC  Kallio & Nandan",CSC â€” Tieteen tietotekniikan keskus / C,17 visualizaÃ,https://i.ytimg.com/vi/oXT5AEut6Os/maxresdefault.jpg,12800,7200,About AI and Machine learning at CSC  Aleksi Kallio  Apurva Nandan  CSC #artificialintelligence #tekoaly #AI #machinelearning #koneoppiminen @CSCfi #digisfÃ¤Ã¤ri,12800,7200,,/channel/UCFv-76jNZlBFp6O9umdnyDA,313
974,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,0,2.368 visualizaÃ§Ãµes,Transmitido ao vivo em 20 de fev. de 2019,CiÃªncia e tecnologia,Kaggle Reading Group: Language Models are Unsupervised Multitask Learners (GPT-2) | Kaggle,"Kaggle",2.368 visuali,https://i.ytimg.com/vi/oaQSQsjhcwQ/maxresdefault.jpg,12800,7200,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""Language Models are Unsupervised Multitask Learners"" (Radford et al  ...",12800,7200,technology,/channel/UCSNeZleDn9c74yQc-EKnVTA,29
978,Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal,0,2.107 visualizaÃ§Ãµes,Publicado em 30 de mai. de 2019,Pessoas e blogs,"#supervised #unsupervised #learning Machine Learning with python Course - Lecture 3 - Linear Regression with one variable - M.Gamal","Machine Learning With python",2.107 visuali,https://i.ytimg.com/vi/otXTykwJsd4/maxresdefault.jpg,12800,7200,- You will Learn Machine Learning topics such as #supervised vs #unsupervised #learning  model evaluation and Machine Learning #algorithms. - You will practi...,12800,7200,#Algorithms,/channel/UCu1apYC0izYTG3X_QH_O4hw,286
1002,How Publishers Can Take Advantage of Machine Learning (Cloud Next '18),0,1.007 visualizaÃ§Ãµes,Publicado em 26 de jul. de 2018,CiÃªncia e tecnologia,How Publishers Can Take Advantage of Machine Learning (Cloud Next '18),"Google Cloud PlatformCarreg",1.007 visuali,https://i.ytimg.com/vi/qK6x-vPEmRw/maxresdefault.jpg,12800,7200,Hearst Newspapers uses Google Cloud Machine Learning infrastructure to automate and create value in the newspaper business. A recent case study has been publ...,12800,7200,Cloud ML,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,319
1007,Kaggle Reading Group: Deep Learning for Symbolic Mathematics,1,1.532 visualizaÃ§Ãµes,Transmitido ao vivo em 2 de out. de 2019,CiÃªncia e tecnologia,Kaggle Reading Group: Deep Learning for Symbolic Mathematics,"Kaggle",1.532 visuali,https://i.ytimg.com/vi/q_cMExRsJl8/hqdefault.jpg,4800,3600,"This week we start in on ""Deep Learning for Symbolic Mathematics""  (anonymous  submitted to ICLR 2020). You can find a link to the paper here: https://openre...",12800,7200,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,261
1015,Top 10 Machine Learning Algorithms | Data Science | Outliers Analytics,1,219 visualizaÃ§Ãµes,Publicado em 22 de nov. de 2019,CiÃªncia e tecnologia,Top 10 Machine Learning Algorithms | Data Science | Outliers Analytics,"Outliers AnalyticsCarregand",219 visualiza,https://i.ytimg.com/vi/qxVaNou8jUs/maxresdefault.jpg,12800,7200,This video will give you an idea about the top 10 machine learning algorithms in data science  that you should know about or have an idea about as a data sci...,12800,7200,machine learning for beginners,/channel/UCJIKMdqGAdEkL21dxbq5nWA,293
1021,Kaggle Reading Group: Weight Agnostic Neural Networks | Kaggle,0,1.577 visualizaÃ§Ãµes,Transmitido ao vivo em 11 de set. de 2019,CiÃªncia e tecnologia,Kaggle Reading Group: Weight Agnostic Neural Networks | Kaggle,"Kaggle",1.577 visuali,https://i.ytimg.com/vi/rEKtmUS3WIU/hqdefault.jpg,4800,3600,"Today we're starting the paper ""Weight Agnostic Neural Networks"" by Gaier & Ha from NeurIPS 2019. Link to paper: https://arxiv.org/pdf/1906.04358.pdf SUBSCRI...",12800,7200,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,345
1024,Real Talk with Airbnb Machine Learning Engineer,0,64.355 visualizaÃ§Ãµes,Publicado em 29 de nov. de 2018,EducaÃ§Ã£o,Real Talk with Airbnb Machine Learning Engineer,"SpringboardCarregando...",64.355 visual,https://i.ytimg.com/vi/rLZGVgqw5u4/maxresdefault.jpg,12800,7200,Talking AI and ML with Airbnb machine learning engineer Chirag. Want to learn machine learning engineering with a job guarantee? Check out Springboard's AI/M...,12800,7200,Caltech,/channel/UCqd6TofKNjqagInm5Waeu7w,351
1032,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,0,445 visualizaÃ§Ãµes,Publicado em 16 de mai. de 2019,CiÃªncia e tecnologia,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,"Kaggle",445 visualiza,https://i.ytimg.com/vi/rrWmmqAt6Ts/maxresdefault.jpg,12800,7200,"Michael Kim ""Everyone Leaks (and why that's a good thing)"" Kaggle Days San Francisco held in April 2019 gathered over 300 participants to meet  learn and cod...",12800,7200,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,327
1059,Kaggle Meetup: Freesound Audio Tagging 2019,1,167 visualizaÃ§Ãµes,Publicado em 10 de ago. de 2019,CiÃªncia e tecnologia,"VentureLabs Kaggle Meetup: Freesound Audio Tagging 2019","Learn Data ScienceCarregand",167 visualiza,https://i.ytimg.com/vi/tEe-w86R23E/maxresdefault.jpg,12800,7200,Presenter: Keagan O'Donohue Kaggle page: https://www.kaggle.com/c/freesound-audio-tagging-2019 Meetup page: https://www.meetup.com/LearnDataScience/events/fb...,12800,7200,kaggle,/channel/UCJhW_16uxALr0X4olEW2p5A,484
1064,Powered by TensorFlow: Airbnb uses machine learning to help categorize its listing photos,1,53.107 visualizaÃ§Ãµes,Publicado em 6 de mar. de 2019,CiÃªncia e tecnologia,"#TFDevSummit #PoweredByTF Powered by TensorFlow: Airbnb uses machine learning to help categorize its listing photos","TensorFlowCarregando... ",53.107 visual,https://i.ytimg.com/vi/tPb2u9kwh2w/maxresdefault.jpg,12800,7200,Machine learning is helping to solve challenging  real-world problems around the world. See how Airbnb (www.airbnb.com) is using machine learning powered by ...,12800,7200,TensorFlow dev summit,/channel/UC0rqucBdTuFTjJiefW5t-IQ,26
1067,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,0,3.722 visualizaÃ§Ãµes,Publicado em 14 de jan. de 2019,CiÃªncia e tecnologia,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,"Jeff HeatonCarregando...",3.722 visuali,https://i.ytimg.com/vi/tSzrecBdyJc/maxresdefault.jpg,12800,7200,This is the set of common tools that I've used in Kaggles to place around 7-10% on the leaderboard. Templates are provided for feature engineering  preproces...,4800,3600,preprocessing,/channel/UCR1-GEpyOPzT2AO4D_eifdw,429
1070,Portable Talks: Human centred approach to artificial intelligence and machine learning,0,4 visualizaÃ§Ãµes,Publicado em 24 de nov. de 2019,CiÃªncia e tecnologia,"Melbourne Portable Talks: Human centred approach to artificial intelligence and machine learning","Portable",4 visualizaÃ§,https://i.ytimg.com/vi/tfCVx-JCQeQ/hqdefault.jpg,4800,3600,To initiate the re-boot of Portable Talks  we look at how a human centred design approach can be used to build AI and machine learning tools. Our Tech Lead a...,12800,7200,machine learning,/channel/UCRL26DPexiRaRvixhn-GGpw,27
1084,Kaggle Meetup: Visual Relationship Challenge,0,104 visualizaÃ§Ãµes,Publicado em 6 de dez. de 2018,CiÃªncia e tecnologia,Kaggle Meetup: Visual Relationship Challenge,"Learn Data ScienceCarregand",104 visualiza,https://i.ytimg.com/vi/uBVY-g3ZXUk/maxresdefault.jpg,12800,7200,Kaggle page: https://www.kaggle.com/c/google-ai-open-images-visual-relationship-track Meetup page: https://www.meetup.com/LearnDataScience/events/252908686/ ...,12800,7200,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,455
1102,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,0,1.155 visualizaÃ§Ãµes,Transmitido ao vivo em 5 de out. de 2018,CiÃªncia e tecnologia,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,"Kaggle",1.155 visuali,https://i.ytimg.com/vi/uvCS_lfxFWI/maxresdefault.jpg,12800,7200,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,12800,7200,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,318
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,0,19.546 visualizaÃ§Ãµes,Publicado em 7 de mar. de 2019,CiÃªncia e tecnologia,"#TFDevSummit #PoweredByTF Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlowCarregando... ",19.546 visual,https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,12800,7200,Machine learning is helping to solve challenging  real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/)  a resea...,12800,7200,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,325
1114,Artificial Intelligence & Machine Learning  - A Review,1,28 visualizaÃ§Ãµes,Publicado em 25 de nov. de 2019,EducaÃ§Ã£o,Artificial Intelligence & Machine Learning  - A Review,"jayanti prasadCarregando...",28 visualizaÃ,https://i.ytimg.com/vi/vhnLdxH8eP0/hqdefault.jpg,4800,3600,A Review of machine learning on source code.,9600,7200,,/channel/UCJesxoOgwZS5JpHrTDOS-8A,453
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,0,5 visualizaÃ§Ãµes,Publicado em 24 de nov. de 2019,"SME  WMG (em nome de WM Spain), LatinAutor  CMRRA  BMI - Broadcast Music Inc.  Sony ATV Publishing  SOLAR Music Rights Management  LatinAutor - SonyATV  UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associaÃ§Ãµes de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe SpaethCarregando... ",5 visualizaÃ§,https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,12800,7200,ML4VA project by Anna Spearman  Noah Collins  and Joe Spaeth,12800,7200,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,299
1131,Whatâ€™s New in Android Machine Learning (Google I/O'19),0,11.253 visualizaÃ§Ãµes,Publicado em 8 de mai. de 2019,CiÃªncia e tecnologia,"#io19 Whatâ€™s New in Android Machine Learning (Google I/O'19)","Android DevelopersCarregand",11.253 visual,https://i.ytimg.com/vi/wpKJpeOy-68/maxresdefault.jpg,12800,7200,Come and find out the latest development of Android on-device machine learning  including Android platform  ML Kit  and TensorFlow Lite. Watch more #io19 her...,12800,7200,io announcements,/channel/UCVHFbqXqoYvEWM1Ddxl0QDg,265
1135,Hackathon that meets Machine learning  Neuroscience  and Statistical modeling / Brainhack Zagreb '19,0,278 visualizaÃ§Ãµes,Publicado em 18 de nov. de 2019,Pessoas e blogs,Hackathon that meets Machine learning  Neuroscience  and Statistical modeling / Brainhack Zagreb '19,"Macchiato KolektivCarregand",278 visualiza,https://i.ytimg.com/vi/wwZsKRezP2Q/maxresdefault.jpg,12800,7200,Brainhack Zagreb 2019 is one of 40 neuroscience hackathons across the globe. The goal of the hackathon is to bring together researchers with diverse backgrou...,12800,7200,brainhack,/channel/UCROi43kIrrg8z5R4INl5vDQ,268
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,0,531 visualizaÃ§Ãµes,Publicado em 15 de ago. de 2019,CiÃªncia e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle",531 visualiza,https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,12800,7200,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. Theyâ€™ll discuss their approach to learning  o...",12800,7200,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,441
1138,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.â€ | Ali Rahimi  Google",0,13.474 visualizaÃ§Ãµes,Publicado em 7 de mar. de 2018,EducaÃ§Ã£o,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.â€ | Ali Rahimi  Google","Preserve KnowledgeCarregand",13.474 visual,https://i.ytimg.com/vi/x7psGHgatGM/maxresdefault.jpg,12800,7200, ,12800,7200,NIPS 2017,/channel/UC9p_wQs8b8SHvfJSuuxEnvw,373
1168,Learn Deep Learning Online from IBM,0,3.641 visualizaÃ§Ãµes,Publicado em 9 de mai. de 2019,EducaÃ§Ã£o,Learn Deep Learning Online from IBM,"edX",3.641 visuali,https://i.ytimg.com/vi/z7LyERPn0o4/maxresdefault.jpg,12800,7200,Welcome to the course Deep Learning Fundamentals with Keras from IBM! This playlist only part of the full courseâ€”take the full course  test yourself  and ear...,9600,7200,learn machine learning for free,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,292
1176,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),0,727 visualizaÃ§Ãµes,Publicado em 24 de abr. de 2019,CiÃªncia e tecnologia,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),"Google Cloud PlatformCarreg",727 visualiza,https://i.ytimg.com/vi/zPR3upTfMSI/maxresdefault.jpg,12800,7200,Kaggle is the world's largest community of data scientists and machine learners. We have more than 2.6MM registered users who come to Kaggle to compete in ma...,12800,7200,official,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,272
654,Types of Kaggle Competitions,0,1.383 visualizaÃ§Ãµes,Publicado em 4 de fev. de 2019,CiÃªncia e tecnologia,Types of Kaggle Competitions,"Jeff HeatonCarregando...",1.383 visuali,https://i.ytimg.com/vi/YMrAi9JIX3Q/maxresdefault.jpg,12800,7200,These are the categories that I divide Kaggle competitions into and I discuss the competitions that I specialize in. I do not have time to attempt every type...,4800,3600,jeff heaton,/channel/UCR1-GEpyOPzT2AO4D_eifdw,119
554,Python Basics for Data Science - String Operations,0,836 visualizaÃ§Ãµes,Publicado em 4 de abr. de 2019,EducaÃ§Ã£o,Python Basics for Data Science - String Operations,"edX",836 visualiza,https://i.ytimg.com/vi/T3jkSFG5-gQ/maxresdefault.jpg,12800,7200,In Python  a string is a sequence of characters. Take the full course  test yourself  and earn a certificate: https://www.edx.org/course/python-basics-for-da...,12800,7200,Learn programming,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,66
1054,TensorFlow and deep reinforcement learning  without a PhD (Google I/O '18),0,59.766 visualizaÃ§Ãµes,Publicado em 10 de mai. de 2018,CiÃªncia e tecnologia,"#io18 TensorFlow and deep reinforcement learning  without a PhD (Google I/O '18)","TensorFlowCarregando... ",59.766 visual,https://i.ytimg.com/vi/t1A3NTttvBA/maxresdefault.jpg,12800,7200,On the forefront of deep learning research is a technique called reinforcement learning  which bridges the gap between academic deep learning problems and wa...,12800,7200,google IO day 3,/channel/UC0rqucBdTuFTjJiefW5t-IQ,222
967,Welcome to 365 Data Science,0,9.254 visualizaÃ§Ãµes,Publicado em 31 de ago. de 2018,EducaÃ§Ã£o,Welcome to 365 Data Science,"365 Data ScienceCarregando.",9.254 visuali,https://i.ytimg.com/vi/oMSBWC4gGJY/maxresdefault.jpg,12800,7200,Welcome to the 365 Data Science channel! Follow us on YouTube: https://www.youtube.com/c/365DataScience Connect with us on our social media platforms: Websit...,12800,7200,365 data science,/channel/UCEBpSZhI1X8WaP-kY_2LLcg,18
762,Kaggleæ¯”èµ›é‡‘ç‰Œæ”¶å‰²æœºXGBoostè¯¦è§£ - Live (10/21),0,2.201 visualizaÃ§Ãµes,Publicado em 22 de out. de 2018,CiÃªncia e tecnologia,Kaggleæ¯”èµ›é‡‘ç‰Œæ”¶å‰²æœºXGBoostè¯¦è§£ - Live (10/21),"Data Application LabCarrega",2.201 visuali,https://i.ytimg.com/vi/e56abVubxzI/maxresdefault.jpg,12800,7200,åœ¨ Kaggle çš„å¾ˆå¤šæ¯”èµ›ä¸­ï¼Œæˆ‘ä»¬å¯ä»¥çœ‹åˆ°å¾ˆå¤šèŽ·å¥–è€…éƒ½å–œæ¬¢ç”¨ XGBoostï¼Œè€Œä¸”è®­ç»ƒå¾—å‡ºçš„ç»“æžœè¡¨çŽ°éƒ½éžå¸¸å¥½ï¼é‚£ä»€ä¹ˆæ˜¯XGBoostå‘¢ï¼Ÿå®ƒæœ‰ä»€ä¹ˆä¼˜ç‚¹å’Œç‰¹é•¿å‘¢ï¼Ÿ å…¶å®žXGBoost çš„ç‰¹ç‚¹å°±æ˜¯è®¡ç®—é€Ÿåº¦å¿«ï¼Œæ¨¡åž‹è¡¨çŽ°å¥½ï¼Œè¿™ä¸¤ç‚¹ä¹Ÿæ­£æ˜¯è¿™ä¸ªé¡¹ç›®çš„ç›®æ ‡ã€‚ä»Šå¤©å°±æ¥çœ‹çœ‹ XGBoost åˆ°åº•æ˜¯ä»€ä¹ˆä»¥åŠå¦‚ä½•åº”ç”¨ï¼ é€‚åˆäººç¾¤ï¼š æƒ³...,12800,7200,xgboost,/channel/UCa8NLpvi70mHVsW4J_x9OeQ,149
886,Kaggle Coffee Chat: Peter Wang | Kaggle,0,621 visualizaÃ§Ãµes,Publicado em 17 de jun. de 2019,CiÃªncia e tecnologia,Kaggle Coffee Chat: Peter Wang | Kaggle,"Kaggle",621 visualiza,https://i.ytimg.com/vi/k4twwyoHP6g/hqdefault.jpg,4800,3600,In this Coffee Chat  Rachael is joined by Peter Wang  co-founder and CTO of Anaconda. They discuss open source  sustainability and where data science can fit...,12800,7200,anaconda,/channel/UCSNeZleDn9c74yQc-EKnVTA,94
777,Data Analysis on a Kaggle's Dataset,0,4.351 visualizaÃ§Ãµes,Publicado em 24 de fev. de 2019,EducaÃ§Ã£o,Data Analysis on a Kaggle's Dataset,"Divya ThakurCarregando... ",4.351 visuali,https://i.ytimg.com/vi/exqjWW3_BTY/maxresdefault.jpg,12800,7200,Google App Rating - A dataset from kaggle You can find the code and dataset here: https://github.com/DivyaThakur24/GoogleAppRating-DataAnalysis,12800,7200,#data #analysis #kaggle #visualization #manipulation #imputation,/channel/UCou9uUFltDazqO4I6Pu7Cpg,67
1096,Clojure Where it Counts: Tidying Data Science Workflows - Pier Federico Gherardini & Ben Kamphaus,0,582 visualizaÃ§Ãµes,Publicado em 22 de nov. de 2019,CiÃªncia e tecnologia,Clojure Where it Counts: Tidying Data Science Workflows - Pier Federico Gherardini & Ben Kamphaus,"ClojureTVCarregando...  ",582 visualiza,https://i.ytimg.com/vi/ulhr_50bevk/maxresdefault.jpg,12800,7200,Data cleaning and organization is a tedious and time consuming part of any data science workflow. To address these pain points at the Parker Institute for Ca...,12800,7200,clojure,/channel/UCaLlzGqiPE2QRj6sSOawJRg,88
1178,Kaggle Live-Coding: Code Reviews! Class imbalanced in Python | Kaggle,0,2.971 visualizaÃ§Ãµes,Transmitido ao vivo em 26 de abr. de 2019,CiÃªncia e tecnologia,Kaggle Live-Coding: Code Reviews! Class imbalanced in Python | Kaggle,"Kaggle",2.971 visuali,https://i.ytimg.com/vi/zSx7EBOI6xI/hqdefault.jpg,4800,3600,Today we'll be reviewing code instead of writing our own. We'll be looking for: ðŸž bugs the authors might have missed ðŸŽ¿ places we can improve efficiency ðŸ”¡ con...,12800,7200,statistics,/channel/UCSNeZleDn9c74yQc-EKnVTA,6
970,Neural Networks and Deep Learning: Crash Course AI #3,0,96.753 visualizaÃ§Ãµes,Publicado em 23 de ago. de 2019,EducaÃ§Ã£o,"#CrashCourse #ArtificialIntelligence #MachineLearning Neural Networks and Deep Learning: Crash Course AI #3","CrashCourse ",96.753 visual,https://i.ytimg.com/vi/oV3ZY6tJiA0/maxresdefault.jpg,12800,7200,You can learn more about CuriosityStream at https://curiositystream.com/crashcourse. Today  we're going to combine the artificial neuron we created last week...,12800,7200,artificial neural network,/channel/UCX6b17PVsYBQ0ip5gyeme-Q,46
998,Machine Learning Colombia Kaggle Competition Promo,0,18 visualizaÃ§Ãµes,Publicado em 27 de jul. de 2019,Pessoas e blogs,Machine Learning Colombia Kaggle Competition Promo,"David CardozoCarregando...",18 visualizaÃ,https://i.ytimg.com/vi/q2SDg1sK_rQ/maxresdefault.jpg,12800,7200, ,12800,7200,,/channel/UCKHw0uvRXaJxWSQSbeGtUiQ,94
912,Easiest way to upload Kaggle Datasets to Google Colab,0,4.133 visualizaÃ§Ãµes,Publicado em 7 de mai. de 2018,CiÃªncia e tecnologia,Easiest way to upload Kaggle Datasets to Google Colab,"ClouderizerCarregando...",4.133 visuali,https://i.ytimg.com/vi/laReWrv-jaw/hqdefault.jpg,4800,3600,This video demonstrates how we can use Clouderizer to load Kaggle datasets and competition files to Google Colab. Here is a detailed article covering this,12800,7200,Google Colaboratory,/channel/UCz8LW3bTnf2dqZTG2GuFsrQ,139
1159,Wie funktioniert eigentlich Machine Learning?,0,89.988 visualizaÃ§Ãµes,Publicado em 1 de mar. de 2018,EducaÃ§Ã£o,Wie funktioniert eigentlich Machine Learning?,"Doktor WhatsonCarregando..",89.988 visual,https://i.ytimg.com/vi/ya_6I9IVMzY/maxresdefault.jpg,12800,7200,"KÃ¼nstliche Intelligenz verÃ¤ndert unser Leben. Alles  fast was wir online tun wird heute schon von ""Machine Learning"" beeinflusst. Und dennoch wissen viele vo...",12800,7200,neuron,/channel/UCesjlAoEgN_Sz_cKTvKEmmw,42
1182,GOTO 2019 â€¢ Composing Bach Chorales Using Deep Learning  â€¢ Feynmann Liang,0,938 visualizaÃ§Ãµes,Transmitido ao vivo em 18 de nov. de 2019,CiÃªncia e tecnologia,"#GOTOcon #GOTOcph #AI GOTO 2019 â€¢ Composing Bach Chorales Using Deep Learning  â€¢ Feynmann Liang","GOTO ConferencesCarregando",938 visualiza,https://i.ytimg.com/vi/ztyEOqZ5-Ro/hqdefault.jpg,4800,3600,This presentation was recorded at GOTO Copenhagen 2019. #GOTOcon #GOTOcph http://gotocph.com Feynman Liang - Creator of BachBot ABSTRACT Can musical creativi...,12800,7200,Data Science,/channel/UCs_tLP3AiwYKwdUHpltJPuA,156
922,Joint BSc in Data Science | Tilburg University and Eindhoven University of Technology,0,3.083 visualizaÃ§Ãµes,Publicado em 21 de mar. de 2019,"HAAWK for a 3rd Party, HAAWK Publishing",Joint BSc in Data Science | Tilburg University and Eindhoven University of Technology,"TilburgUniversityCarregando",3.083 visuali,https://i.ytimg.com/vi/lxnRfX6KLbQ/maxresdefault.jpg,12800,7200,Data Science is a joint bachelorâ€™s program of Tilburg University and Eindhoven University of Technology. In the English-taught bachelor's program  you learn ...,12800,7200,big data,/channel/UCZDaMet__Mi-8VCWXQ0IS5A,29
879,Creating Machine Learning Ensembles for Kaggle Competitions,0,1.389 visualizaÃ§Ãµes,Publicado em 11 de mar. de 2019,CiÃªncia e tecnologia,Creating Machine Learning Ensembles for Kaggle Competitions,"Jeff HeatonCarregando...",1.389 visuali,https://i.ytimg.com/vi/jsRzovB26qU/maxresdefault.jpg,12800,7200,Learn to ensemble a variety of models for Kaggle using my Kaggle utilities. Ensembling models together is one of the key strategies of Kaggle. This allows st...,12800,7200,crossvalidation,/channel/UCR1-GEpyOPzT2AO4D_eifdw,194
735,Feature Engineering - part 1 : PUBG finish placement prediction (Kaggle project),0,403 visualizaÃ§Ãµes,Publicado em 17 de nov. de 2018,Pessoas e blogs,Feature Engineering - part 1 : PUBG finish placement prediction (Kaggle project),"Neel KamalCarregando... ",403 visualiza,https://i.ytimg.com/vi/cJl0qzSeSKw/hqdefault.jpg,4800,3600,Hello geeks  this is neel welcome back in the 3rd video of the kaggle series . In this video we will talk about feature engineering by the way this is the 1s...,12800,7200,best game,/channel/UCMcfxJelPrHxW7G-8gDn1wQ,78
839,Mathematics of Data Science - Data Science is Everywhere,0,5.321 visualizaÃ§Ãµes,Publicado em 2 de mai. de 2018,CiÃªncia e tecnologia,Mathematics of Data Science - Data Science is Everywhere,Society for Industrial and Applied Mathem,5.321 visuali,https://i.ytimg.com/vi/iaWvDXYg67c/hqdefault.jpg,4800,3600,Data science - what's under the hood? This animation  from the SIAM Journal on Mathematics of Data Science  explains that data science really is EVERYWHERE! ...,12800,7200,data minig,/channel/UCzgfBbH5wlakWp3GhLthPUQ,22
838,Building a Machine Learning Valve Design App,0,400 visualizaÃ§Ãµes,Publicado em 22 de mai. de 2018,CiÃªncia e tecnologia,Building a Machine Learning Valve Design App,"CCTech",400 visualiza,https://i.ytimg.com/vi/ia1rhQGTPF0/hqdefault.jpg,4800,3600,Machine learning (ML) techniques are now widely being used in almost all areas of application. Six months back  CCTech Research started investigating how we ...,12800,7200,Flow coefficient,/channel/UC6I_YqMn_hZkp9xjJCNjArw,41
847,Loading in your own data - Deep Learning basics with Python  TensorFlow and Keras p.2,1,235.351 visualizaÃ§Ãµes,Publicado em 18 de ago. de 2018,EducaÃ§Ã£o,Loading in your own data - Deep Learning basics with Python  TensorFlow and Keras p.2,"sentdex  ",235.351 visua,https://i.ytimg.com/vi/j-3vuBynnOE/maxresdefault.jpg,12800,7200,Welcome to a tutorial where we'll be discussing how to load in our own outside datasets  which comes with all sorts of challenges! First  we need a dataset. ...,12800,7200,machine learning,/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,189
772,Best Programming Practices For Data Science,1,5.234 visualizaÃ§Ãµes,Publicado em 22 de nov. de 2019,EducaÃ§Ã£o,Best Programming Practices For Data Science,"Krish NaikCarregando... ",5.234 visuali,https://i.ytimg.com/vi/eaVjSisxKis/hqdefault.jpg,4800,3600,If you are looking for Career Tansition Advice and Real Life Data Scientist Journey. Please check the below link Spring board India Youtube url: https://www....,12800,7200,,/channel/UCNU_lfiiWBdtULKOw6X0Dig,11
609,Python Basics for Data Science - Types,0,1.170 visualizaÃ§Ãµes,Publicado em 4 de abr. de 2019,EducaÃ§Ã£o,Python Basics for Data Science - Types,"edX",1.170 visuali,https://i.ytimg.com/vi/WDXENCqtey4/maxresdefault.jpg,12800,7200,A type is how Python represents different types of data. In this video  you'll learn some widely used types in Python. Take the full course  test yourself  a...,12800,7200,Learn programming,/channel/UC67Vc0fkLYeUPBp1f02VY9Q,43
